module,type,name,res_id,src,value,comments
account,model,"ir.actions.act_window,name",account.action_account_tax_template_form,Tax Templates,कर टेम्पलेट,
account,model,"ir.model.fields,field_description",account.field_account_tax_tax_adjustment,Tax adjustment,कर समायोजन,
account,model,"ir.model.fields,field_description",account.field_account_tax_template_tax_adjustment,Tax adjustment,कर समायोजन,
account,model,"ir.model.fields,field_description",account.field_account_config_settings_tax_calculation_rounding_method,Tax calculation rounding method *,Tax calculation rounding method *,
account,sql_constraint,account.tax,0,Tax names must be unique !,Tax names must be unique !,
account,sql_constraint,account.tax.template,0,Tax names must be unique !,Tax names must be unique !,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_tax_tax_src_id,Tax on Product,उत्पादन मा कर,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_tax_tax_dest_id,Tax to Apply,लागू गर्न कर,
account,selection,"account.account.tag,applicability",0,Taxes,कर,
account,model,"account.tax.group,name",account.tax_group_taxes,Taxes,कर,
account,model,"ir.actions.act_window,name",account.action_tax_form,Taxes,कर,
account,model,"ir.model.fields,field_description",account.field_account_invoice_line_invoice_line_tax_ids,Taxes,कर,
account,model,"ir.model.fields,field_description",account.field_account_move_line_tax_ids,Taxes,कर,
account,model,"ir.ui.menu,name",account.menu_action_tax_form,Taxes,कर,
account,model,"ir.ui.view,arch_db",account.account_planner,Taxes,कर,
account,model,"ir.ui.view,arch_db",account.invoice_form,Taxes,कर,
account,model,"ir.ui.view,arch_db",account.invoice_supplier_form,Taxes,कर,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,Taxes,कर,
account,model,"ir.ui.view,arch_db",account.view_account_config_settings,Taxes,कर,
account,model,"ir.ui.view,arch_db",account.view_move_line_form,Taxes,कर,
account,model,"ir.model,name",account.model_account_fiscal_position_tax,Taxes Fiscal Position,कर आर्थिक स्थिति,
account,model,"ir.ui.view,arch_db",account.view_account_position_template_form,Taxes Mapping,कर म्यापिङ,
account,model,"ir.ui.view,arch_db",account.view_account_tax_template_search,Taxes used in Purchases,किनबेच प्रयोग कर,
account,model,"ir.ui.view,arch_db",account.view_account_tax_template_search,Taxes used in Sales,बिक्री प्रयोग कर,
account,model,"ir.model.fields,help",account.field_account_move_line_balance,Technical field holding the debit - credit in order to open meaningful graph views from reports,Technical field holding the debit - credit in order to open meaningful graph views from reports,
account,model,"ir.model.fields,help",account.field_account_move_line_balance_cash_basis,Technical field holding the debit_cash_basis - credit_cash_basis in order to open meaningful graph views from reports,Technical field holding the debit_cash_basis - credit_cash_basis in order to open meaningful graph views from reports,
account,model,"ir.model.fields,help",account.field_account_invoice_move_name,"Technical field holding the number given to the invoice, automatically set when the invoice is validated then stored to set the same number again if the invoice is cancelled, set to draft and re-validated.","Technical field holding the number given to the invoice, automatically set when the invoice is validated then stored to set the same number again if the invoice is cancelled, set to draft and re-validated.",
account,model,"ir.model.fields,help",account.field_account_bank_statement_line_move_name,"Technical field holding the number given to the journal entry, automatically set when the statement line is reconciled then stored to set the same number again if the line is cancelled, set to draft and re-processed again.","Technical field holding the number given to the journal entry, automatically set when the statement line is reconciled then stored to set the same number again if the line is cancelled, set to draft and re-processed again.",
account,model,"ir.model.fields,help",account.field_account_payment_move_name,"Technical field holding the number given to the journal entry, automatically set when the statement line is reconciled then stored to set the same number again if the line is cancelled, set to draft and re-processed again.","Technical field holding the number given to the journal entry, automatically set when the statement line is reconciled then stored to set the same number again if the line is cancelled, set to draft and re-processed again.",
account,model,"ir.model.fields,field_description",account.field_account_invoice_refund_refund_only,Technical field to hide filter_refund in case invoice is partially paid,Technical field to hide filter_refund in case invoice is partially paid,
account,model,"ir.model.fields,help",account.field_account_bank_statement_journal_type,Technical field used for usability purposes,प्रयोज्य उद्देश्यका लागि प्रयोग प्राविधिक क्षेत्र,
account,model,"ir.model.fields,help",account.field_account_payment_has_invoices,Technical field used for usability purposes,प्रयोज्य उद्देश्यका लागि प्रयोग प्राविधिक क्षेत्र,
account,model,"ir.model.fields,help",account.field_account_move_matched_percentage,Technical field used in cash basis method,नगद आधार विधि प्रयोग प्राविधिक क्षेत्र,
account,model,"ir.model.fields,help",account.field_account_abstract_payment_payment_method_code,Technical field used to adapt the interface to the payment type selected.,चयन गरिएको भुक्तानी प्रकार गर्न इन्टरफेस अनुकूल प्रयोग प्राविधिक क्षेत्र।,
account,model,"ir.model.fields,help",account.field_account_payment_payment_method_code,Technical field used to adapt the interface to the payment type selected.,चयन गरिएको भुक्तानी प्रकार गर्न इन्टरफेस अनुकूल प्रयोग प्राविधिक क्षेत्र।,
account,model,"ir.model.fields,help",account.field_account_register_payments_payment_method_code,Technical field used to adapt the interface to the payment type selected.,चयन गरिएको भुक्तानी प्रकार गर्न इन्टरफेस अनुकूल प्रयोग प्राविधिक क्षेत्र।,
account,model,"ir.model.fields,help",account.field_account_abstract_payment_hide_payment_method,Technical field used to hide the payment method if the selected journal has only one available which is 'manual',Technical field used to hide the payment method if the selected journal has only one available which is 'manual',
account,model,"ir.model.fields,help",account.field_account_payment_hide_payment_method,Technical field used to hide the payment method if the selected journal has only one available which is 'manual',Technical field used to hide the payment method if the selected journal has only one available which is 'manual',
account,model,"ir.model.fields,help",account.field_account_register_payments_hide_payment_method,Technical field used to hide the payment method if the selected journal has only one available which is 'manual',Technical field used to hide the payment method if the selected journal has only one available which is 'manual',
account,model,"ir.model.fields,help",account.field_account_move_line_tax_exigible,"Technical field used to mark a tax line as exigible in the vat report or not (only exigible journal items are displayed). By default all new journal items are directly exigible, but with the module account_tax_cash_basis, some will become exigible only when the payment is recorded.","Technical field used to mark a tax line as exigible in the vat report or not (only exigible journal items are displayed). By default all new journal items are directly exigible, but with the module account_tax_cash_basis, some will become exigible only when the payment is recorded.",
account,model,"ir.model.fields,field_description",account.field_account_config_settings_chart_template_id,Template,टेम्पलेट,
account,model,"ir.model,name",account.model_account_fiscal_position_account_template,Template Account Fiscal Mapping,टेम्पलेट खाता आर्थिक म्यापिङ,
account,model,"ir.model,name",account.model_account_fiscal_position_tax_template,Template Tax Fiscal Position,टेम्पलेट कर आर्थिक स्थिति,
account,model,"ir.model,name",account.model_account_fiscal_position_template,Template for Fiscal Position,आर्थिक स्थिति को लागि टेम्पलेट,
account,model,"ir.model.fields,field_description",account.field_account_config_settings_template_transfer_account_id,Template transfer account id,टेम्पलेट स्थानान्तरण खाता आईडी,
account,model,"ir.model,name",account.model_account_chart_template,Templates for Account Chart,खाता चार्ट लागि टेम्प्लेट,
account,model,"ir.model,name",account.model_account_account_template,Templates for Accounts,लेखा लागि टेम्प्लेट,
account,model,"ir.model,name",account.model_account_tax_template,Templates for Taxes,करहरू लागि टेम्प्लेट,
account,model,"ir.ui.view,arch_db",account.view_payment_term_line_form,Term Type,अवधि प्रकार,
account,model,"ir.model.fields,field_description",account.field_account_payment_term_line_ids,Terms,सर्तहरू,
account,model,"ir.ui.view,arch_db",account.view_payment_term_form,Terms,सर्तहरू,
account,model,"ir.ui.view,arch_db",account.account_planner,Terms &amp; Conditions,Terms &amp; Conditions,
account,model,"ir.ui.view,arch_db",account.invoice_form,Terms and conditions...,नियम र सर्तहरू ...,
account,code,addons/account/static/src/xml/account_reconciliation.xml,213,That's on average,That's on average,openerp-web
account,model,"ir.model.fields,help",account.field_account_account_internal_type,"The 'Internal Type' is used for features available on different types of accounts: liquidity type is for cash or bank accounts, payable/receivable is for vendor/customer accounts.","The 'Internal Type' is used for features available on different types of accounts: liquidity type is for cash or bank accounts, payable/receivable is for vendor/customer accounts.",
account,model,"ir.model.fields,help",account.field_account_account_type_type,"The 'Internal Type' is used for features available on different types of accounts: liquidity type is for cash or bank accounts, payable/receivable is for vendor/customer accounts.","The 'Internal Type' is used for features available on different types of accounts: liquidity type is for cash or bank accounts, payable/receivable is for vendor/customer accounts.",
account,model,"ir.ui.view,arch_db",account.account_planner,"The Advisors have full access to the Accounting application, 
                                        plus access to miscellaneous operations such as salary and asset management.","The Advisors have full access to the Accounting application, 
                                        plus access to miscellaneous operations such as salary and asset management.",
account,model,"ir.ui.view,arch_db",account.account_planner,The Deposit Ticket module can also be used to settle credit card batch made of multiple transactions.,निक्षेप टिकट मोड्युल पनि धेरै लेनदेनको गरे बसोबास क्रेडिट कार्ड ब्याच गर्न प्रयोग गर्न सकिन्छ।,
account,code,addons/account/models/account_move.py,937,The account %s (%s) is not marked as reconciliable !,The account %s (%s) is not marked as reconciliable !,
account,model,"ir.model.fields,help",account.field_res_partner_bank_journal_id,The accounting journal corresponding to this bank account.,लेखा पत्रिका यो बैंक खाता अनुरूप।,
account,model,"ir.model.fields,help",account.field_account_bank_statement_line_amount_currency,The amount expressed in an optional other currency if it is a multi-currency entry.,The amount expressed in an optional other currency if it is a multi-currency entry.,
account,model,"ir.model.fields,help",account.field_account_move_line_amount_currency,The amount expressed in an optional other currency if it is a multi-currency entry.,The amount expressed in an optional other currency if it is a multi-currency entry.,
account,model,"ir.model.fields,help",account.field_account_analytic_line_amount_currency,The amount expressed in the related account currency if not equal to the company one.,राशि कम्पनी एक बराबर छैन भने सम्बन्धित खाता मुद्रा मा व्यक्त गरे।,
account,model,"ir.model.fields,help",account.field_account_analytic_line_analytic_amount_currency,The amount expressed in the related account currency if not equal to the company one.,राशि कम्पनी एक बराबर छैन भने सम्बन्धित खाता मुद्रा मा व्यक्त गरे।,
account,code,addons/account/models/account_move.py,463,The amount expressed in the secondary currency must be positive when account is debited and negative when account is credited.,खाता जम्मा गर्दा खाता कटौती र नकारात्मक छ जब दोस्रो मुद्रा मा व्यक्त राशि सकारात्मक हुनुपर्छ।,
account,code,addons/account/models/account.py,637,"The application scope of taxes in a group must be either the same as the group or ""None"".","The application scope of taxes in a group must be either the same as the group or ""None"".",
account,code,addons/account/models/account.py,320,The bank account of a bank journal must belong to the same company (%s).,The bank account of a bank journal must belong to the same company (%s).,
account,model,"ir.model.fields,help",account.field_account_move_line_statement_id,The bank statement used for bank reconciliation,बैंक मेलमिलाप लागि प्रयोग बैंक विवरण,
account,model,"ir.model.fields,help",account.field_res_company_chart_template_id,The chart template for the company (if any),कम्पनी को लागि चार्ट टेम्पलेट (कुनै छ भने),
account,model,"ir.ui.view,arch_db",account.view_account_bnk_stmt_check,The closing balance is different than the computed one!,The closing balance is different than the computed one!,
account,sql_constraint,account.journal,0,The code and name of the journal must be unique per company !,The code and name of the journal must be unique per company !,
account,sql_constraint,account.account,0,The code of the account must be unique per company !,The code of the account must be unique per company !,
account,model,"ir.model.fields,help",account.field_account_invoice_commercial_partner_id,The commercial entity that will be used on Journal Entries for this invoice,यो चलानी लागि जर्नल प्रविष्टिहरू प्रयोग गरिने व्यावसायिक संस्था,
account,model,"ir.model.fields,help",account.field_account_journal_currency_id,The currency used to enter statement,बयान प्रविष्ट गर्न प्रयोग मुद्रा,
account,model,"ir.actions.act_window,help",account.action_invoice_tree1,"The discussions with your customer are automatically displayed at
				the bottom of each invoice.","The discussions with your customer are automatically displayed at
				the bottom of each invoice.",
account,code,addons/account/models/account_bank_statement.py,184,"The ending balance is incorrect !
The expected balance (%s) is different from the computed one. (%s)","The ending balance is incorrect !
The expected balance (%s) is different from the computed one. (%s)",
account,model,"ir.ui.view,arch_db",account.account_planner,The first step is to set up your company's information. This is mostly used in printed business documents like orders and invoices.,The first step is to set up your company's information. This is mostly used in printed business documents like orders and invoices.,
account,model,"ir.model.fields,help",account.field_res_partner_property_account_position_id,The fiscal position will determine taxes and accounts used for the partner.,यस आर्थिक स्थिति साझेदार लागि प्रयोग कर र खाता निर्धारण गर्नेछ।,
account,model,"ir.model.fields,help",account.field_res_users_property_account_position_id,The fiscal position will determine taxes and accounts used for the partner.,यस आर्थिक स्थिति साझेदार लागि प्रयोग कर र खाता निर्धारण गर्नेछ।,
account,code,addons/account/models/account.py,324,The holder of a journal's bank account must be the company (%s).,The holder of a journal's bank account must be the company (%s).,
account,model,"ir.model.fields,help",account.field_account_invoice_line_account_id,The income or expense account related to the selected product.,आम्दानी वा खर्च खाता चयन उत्पादन सम्बन्धित।,
account,code,addons/account/models/account_payment.py,494,"The journal %s does not have a sequence, please specify one.","The journal %s does not have a sequence, please specify one.",
account,model,"ir.model.fields,help",account.field_account_journal_code,The journal entries of this journal will be named using this prefix.,यो पत्रिका को पत्रिका प्रविष्टिहरू यो उपसर्ग प्रयोग नाम गरिनेछ।,
account,model,"ir.ui.view,arch_db",account.view_payment_term_form,"The last line's computation type should be ""Balance"" to ensure that the whole amount will be allocated.","The last line's computation type should be ""Balance"" to ensure that the whole amount will be allocated.",
account,code,addons/account/models/company.py,80,The lock date for advisors is irreversible and can't be removed.,The lock date for advisors is irreversible and can't be removed.,
account,model,"ir.model.fields,help",account.field_account_move_line_move_id,The move of this entry line.,यो प्रविष्टि लाइन को कदम।,
account,model,"ir.ui.view,arch_db",account.account_planner,"The multi-currency option allows you to send or receive invoices 
                        in difference currencies, set up foreign bank accounts 
                        and run reports on your foreign financial activities.","The multi-currency option allows you to send or receive invoices 
                        in difference currencies, set up foreign bank accounts 
                        and run reports on your foreign financial activities.",
account,model,"ir.model.fields,help",account.field_account_invoice_name,The name that will be used on account move lines,खाता सार्ने लाइनहरु मा प्रयोग गरिने नाम,
account,code,addons/account/models/company.py,84,The new lock date for advisors must be set after the previous lock date.,सलाहकारहरु लागि नयाँ लक मिति अघिल्लो लक मिति पछि सेट गर्नुपर्छ।,
account,model,"ir.model.fields,help",account.field_account_bank_statement_line_currency_id,The optional other currency if it is a multi-currency entry.,The optional other currency if it is a multi-currency entry.,
account,model,"ir.model.fields,help",account.field_account_move_line_currency_id,The optional other currency if it is a multi-currency entry.,The optional other currency if it is a multi-currency entry.,
account,model,"ir.model.fields,help",account.field_account_move_line_quantity,"The optional quantity expressed by this line, eg: number of product sold. The quantity is not a legal requirement but is very useful for some reports.","The optional quantity expressed by this line, eg: number of product sold. The quantity is not a legal requirement but is very useful for some reports.",
account,model,"ir.model.fields,help",account.field_account_invoice_account_id,The partner account used for this invoice.,यो चलानी लागि प्रयोग साझेदार खाता।,
account,model,"ir.model.fields,help",account.field_res_partner_has_unreconciled_entries,The partner has at least one unreconciled debit and credit since last time the invoices & payments matching was performed.,The partner has at least one unreconciled debit and credit since last time the invoices & payments matching was performed.,
account,model,"ir.model.fields,help",account.field_res_users_has_unreconciled_entries,The partner has at least one unreconciled debit and credit since last time the invoices & payments matching was performed.,The partner has at least one unreconciled debit and credit since last time the invoices & payments matching was performed.,
account,model,"ir.model.fields,help",account.field_account_invoice_reference,The partner reference of this invoice.,यो चलानी को साझेदार सन्दर्भ।,
account,code,addons/account/models/account_payment.py,55,The payment amount must be strictly positive.,भुक्तानी रकम कडाई सकारात्मक हुनुपर्छ।,
account,code,addons/account/models/account_payment.py,357,The payment cannot be processed because the invoice is not open!,The payment cannot be processed because the invoice is not open!,
account,model,"ir.model.fields,help",account.field_account_move_line_amount_residual_currency,The residual amount on a journal item expressed in its currency (possibly not the company currency).,एक पत्रिका वस्तु मा अवशिष्ट रकम आफ्नो मुद्रा (संभवतः छैन कम्पनी मुद्रा) मा व्यक्त गरे।,
account,model,"ir.model.fields,help",account.field_account_move_line_amount_residual,The residual amount on a journal item expressed in the company currency.,एक पत्रिका वस्तु मा अवशिष्ट रकम कम्पनी मुद्रा मा व्यक्त गरे।,
account,code,addons/account/models/account_move.py,448,The selected account of your Journal Entry forces to provide a secondary currency. You should remove the secondary currency on the account.,एक माध्यमिक मुद्रा प्रदान गर्न आफ्नो जर्नल प्रवेश सेना को चयन खाता। तपाईं खातामा माध्यमिक मुद्रा हटाउन गर्नुपर्छ।,
account,code,addons/account/models/account_invoice.py,1388,The selected unit of measure is not compatible with the unit of measure of the product.,उपाय को चयन एकाइ उत्पादन को उपाय को एकाइ उपयुक्त छैन।,
account,model,"ir.model.fields,help",account.field_account_tax_sequence,The sequence field is used to define order in which the tax lines are applied.,अनुक्रम क्षेत्र कर रेखाहरू लागू जो आदेश परिभाषित गर्न प्रयोग गरिन्छ।,
account,model,"ir.model.fields,help",account.field_account_tax_template_sequence,The sequence field is used to define order in which the tax lines are applied.,अनुक्रम क्षेत्र कर रेखाहरू लागू जो आदेश परिभाषित गर्न प्रयोग गरिन्छ।,
account,code,addons/account/models/account_payment.py,496,The sequence of journal %s is deactivated.,The sequence of journal %s is deactivated.,
account,code,addons/account/models/company.py,159,There are still unposted entries in the period you want to lock. You should either post or delete them.,त्यहाँ अझै पनि तपाईं लक गर्न चाहने अवधिमा पोष्ट नगरिएका प्रविष्टिहरू छन्। तपाईँ या त पोस्ट वा मेटाउन गर्नुपर्छ।,
account,code,addons/account/models/account_bank_statement.py,172,There is no account defined on the journal %s for %s involved in a cash difference.,There is no account defined on the journal %s for %s involved in a cash difference.,
account,code,addons/account/wizard/account_validate_account_move.py,18,There is no journal items in draft state to post.,त्यहाँ पोस्ट गर्न मस्यौदा अवस्थामा कुनै पत्रिका वस्तुहरू छ।,
account,code,addons/account/static/src/xml/account_reconciliation.xml,321,There is nothing to reconcile.,त्यहाँ मिलाप गर्न केही छ।,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,328,There is nothing to reconcile.,त्यहाँ मिलाप गर्न केही छ।,openerp-web
account,code,addons/account/static/src/js/account_reconciliation_widgets.js,1521,"There you go, it's all done !","There you go, it's all done !",openerp-web
account,model,"ir.model.fields,help",account.field_account_account_template_user_type_id,These types are defined according to your country. The type contains more information about the account and its specificities.,यी प्रकार आफ्नो देश अनुसार परिभाषित छन्। प्रकार खाता र यसको specificities बारेमा थप जानकारी छ।,
account,model,"ir.ui.view,arch_db",account.account_planner,These users handle billing specifically.,यी प्रयोगकर्ताहरूले विशेष बिलिंग ह्यान्डल।,
account,code,addons/account/models/account_invoice.py,1102,This %s has been created from: <a href=# data-oe-model=account.invoice data-oe-id=%d>%s</a>,This %s has been created from: <a href=# data-oe-model=account.invoice data-oe-id=%d>%s</a>,
account,code,addons/account/models/account_journal_dashboard.py,101,This Week,यो हप्ता,
account,model,"ir.ui.view,arch_db",account.view_account_invoice_report_search,This Year,यो वर्ष,
account,model,"ir.model.fields,help",account.field_product_product_property_account_expense_id,This account will be used for invoices instead of the default one to value expenses for the current product.,यो खाता वर्तमान उत्पादनको लागि मूल्य खर्च गर्न पूर्वनिर्धारित एक सट्टा इनभ्वाइसहरू लागि प्रयोग गरिने छ।,
account,model,"ir.model.fields,help",account.field_product_template_property_account_expense_id,This account will be used for invoices instead of the default one to value expenses for the current product.,यो खाता वर्तमान उत्पादनको लागि मूल्य खर्च गर्न पूर्वनिर्धारित एक सट्टा इनभ्वाइसहरू लागि प्रयोग गरिने छ।,
account,model,"ir.model.fields,help",account.field_product_product_property_account_income_id,This account will be used for invoices instead of the default one to value sales for the current product.,यो खाता वर्तमान उत्पादनको लागि मूल्य बिक्री गर्न पूर्वनिर्धारित एक सट्टा इनभ्वाइसहरू लागि प्रयोग गरिने छ।,
account,model,"ir.model.fields,help",account.field_product_template_property_account_income_id,This account will be used for invoices instead of the default one to value sales for the current product.,यो खाता वर्तमान उत्पादनको लागि मूल्य बिक्री गर्न पूर्वनिर्धारित एक सट्टा इनभ्वाइसहरू लागि प्रयोग गरिने छ।,
account,model,"ir.model.fields,help",account.field_product_category_property_account_expense_categ_id,This account will be used for invoices to value expenses.,यो खाता मूल्य खर्च गर्न इनभ्वाइसहरू लागि प्रयोग गरिने छ।,
account,model,"ir.model.fields,help",account.field_product_category_property_account_income_categ_id,This account will be used for invoices to value sales.,यो खाता मूल्य बिक्री गर्न इनभ्वाइसहरू लागि प्रयोग गरिने छ।,
account,model,"ir.model.fields,help",account.field_res_partner_property_account_payable_id,This account will be used instead of the default one as the payable account for the current partner,यो खाता हालको साझेदार लागि देय खाता सट्टा प्रयोग गरिनेछ पूर्वनिर्धारित एक को,
account,model,"ir.model.fields,help",account.field_res_users_property_account_payable_id,This account will be used instead of the default one as the payable account for the current partner,यो खाता हालको साझेदार लागि देय खाता सट्टा प्रयोग गरिनेछ पूर्वनिर्धारित एक को,
account,model,"ir.model.fields,help",account.field_res_partner_property_account_receivable_id,This account will be used instead of the default one as the receivable account for the current partner,यो खाता हालको साझेदार लागि प्राप्य खाता सट्टा प्रयोग गरिनेछ पूर्वनिर्धारित एक को,
account,model,"ir.model.fields,help",account.field_res_users_property_account_receivable_id,This account will be used instead of the default one as the receivable account for the current partner,यो खाता हालको साझेदार लागि प्राप्य खाता सट्टा प्रयोग गरिनेछ पूर्वनिर्धारित एक को,
account,model,"ir.model.fields,help",account.field_account_config_settings_module_account_budget,"This allows accountants to manage analytic and crossovered budgets. Once the master budgets and the budgets are defined, the project managers can set the planned amount on each analytic account.
-This installs the module account_budget.","This allows accountants to manage analytic and crossovered budgets. Once the master budgets and the budgets are defined, the project managers can set the planned amount on each analytic account.
-This installs the module account_budget.",
account,model,"ir.model.fields,help",account.field_account_config_settings_module_account_reports_followup,"This allows to automate letters for unpaid invoices, with multi-level recalls.
-This installs the module account_reports_followup.","This allows to automate letters for unpaid invoices, with multi-level recalls.
-This installs the module account_reports_followup.",
account,model,"ir.model.fields,help",account.field_account_config_settings_module_account_batch_deposit,"This allows you to group received checks before you deposit them to the bank.
-This installs the module account_batch_deposit.","This allows you to group received checks before you deposit them to the bank.
-This installs the module account_batch_deposit.",
account,model,"ir.model.fields,help",account.field_account_config_settings_module_account_deferred_revenue,"This allows you to manage the revenue recognition on selling products. It keeps track of the installments occurred on those revenue recognitions, and creates account moves for those installment lines
-This installs the module account_deferred_revenue.","This allows you to manage the revenue recognition on selling products. It keeps track of the installments occurred on those revenue recognitions, and creates account moves for those installment lines
-This installs the module account_deferred_revenue.",
account,model,"ir.model.fields,help",account.field_account_config_settings_complete_tax_set,"This boolean helps you to choose if you want to propose to the user to encode
             the sales and purchase rates or use the usual m2o fields. This last choice assumes that
             the set of tax defined for the chosen template is complete","This boolean helps you to choose if you want to propose to the user to encode
             the sales and purchase rates or use the usual m2o fields. This last choice assumes that
             the set of tax defined for the chosen template is complete",
account,model,"ir.model.fields,help",account.field_account_chart_template_complete_tax_set,This boolean helps you to choose if you want to propose to the user to encode the sale and purchase rates or choose from list of taxes. This last choice assumes that the set of tax defined on this template is complete,यो बुलियन तपाईं बिक्री र खरिद दर सांकेतिक वा कर को सूचीबाट चयन गर्न प्रयोगकर्ता प्रस्तावित गर्न चाहनुहुन्छ भने तपाईं चयन गर्न मद्दत गर्छ। यो अन्तिम विकल्प यो टेम्पलेट मा परिभाषित कर को सेट पूर्ण मान्छ कि,
account,model,"ir.model.fields,help",account.field_wizard_multi_charts_accounts_complete_tax_set,This boolean helps you to choose if you want to propose to the user to encode the sales and purchase rates or use the usual m2o fields. This last choice assumes that the set of tax defined for the chosen template is complete,यो बुलियन तपाईं बिक्री र खरिद दर सांकेतिक वा सामान्य m2o क्षेत्रहरू प्रयोग गर्न प्रयोगकर्ता प्रस्तावित गर्न चाहनुहुन्छ भने तपाईं चयन गर्न मद्दत गर्छ। यो अन्तिम विकल्प रोजिएको टेम्पलेट लागि परिभाषित कर को सेट पूर्ण मान्छ कि,
account,model,"ir.model.fields,field_description",account.field_account_config_settings_expects_chart_of_accounts,This company has its own chart of accounts,यो कम्पनी खाता यसको आफ्नै चार्ट छ,
account,model,"ir.model.fields,help",account.field_account_journal_sequence_id,This field contains the information related to the numbering of the journal entries of this journal.,यो क्षेत्र यो पत्रिका को पत्रिका प्रविष्टिहरू को नम्बर सम्बन्धित जानकारी समावेश गर्दछ।,
account,model,"ir.model.fields,help",account.field_account_journal_refund_sequence_id,This field contains the information related to the numbering of the refund entries of this journal.,यो क्षेत्र यो पत्रिका को फिर्ती प्रविष्टिहरू को नम्बर सम्बन्धित जानकारी समावेश गर्दछ।,
account,model,"ir.model.fields,help",account.field_account_reconcile_model_journal_id,This field is ignored in a bank statement reconciliation.,यो क्षेत्र एक बैंक कथन मेलमिलाप मा बेवास्ता गरिएको छ।,
account,model,"ir.model.fields,help",account.field_account_reconcile_model_second_journal_id,This field is ignored in a bank statement reconciliation.,यो क्षेत्र एक बैंक कथन मेलमिलाप मा बेवास्ता गरिएको छ।,
account,model,"ir.model.fields,help",account.field_account_move_line_date_maturity,This field is used for payable and receivable journal entries. You can put the limit date for the payment of this line.,यो क्षेत्र देय र प्राप्य पत्रिका प्रविष्टिहरू लागि प्रयोग गरिन्छ। तपाईं यो लाइन को भुक्तानी लागि सीमा मिति राख्न सक्नुहुन्छ।,
account,model,"ir.model.fields,help",account.field_account_bank_statement_line_partner_name,"This field is used to record the third party name when importing bank statement in electronic format, when the partner doesn't exist yet in the database (or cannot be found).","This field is used to record the third party name when importing bank statement in electronic format, when the partner doesn't exist yet in the database (or cannot be found).",
account,model,"ir.ui.view,arch_db",account.account_planner,"This guide will help you get started with Odoo Accounting.
                        Once you're done, you'll benefit from:","This guide will help you get started with Odoo Accounting.
                        Once you're done, you'll benefit from:",
account,model,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,"This is the accounting dashboard. If you have not yet
                installed a chart of account, please install one first.","This is the accounting dashboard. If you have not yet
                installed a chart of account, please install one first.",
account,code,addons/account/models/account.py,361,"This journal already contains items, therefore you cannot modify its company.","This journal already contains items, therefore you cannot modify its company.",
account,code,addons/account/models/account.py,366,"This journal already contains items, therefore you cannot modify its short name.","This journal already contains items, therefore you cannot modify its short name.",
account,model,"ir.model.fields,help",account.field_accounting_report_label_filter,This label will be displayed on report to show the balance computed for the given comparison filter.,यो लेबल दिइएको तुलना फिल्टर लागि गणना शेष देखाउन रिपोर्ट मा प्रदर्शित हुनेछ।,
account,code,addons/account/static/src/xml/account_reconciliation.xml,276,This move's amount is higher than the transaction's amount. Click to register a partial payment and keep the payment balance open.,This move's amount is higher than the transaction's amount. Click to register a partial payment and keep the payment balance open.,openerp-web
account,model,"ir.model.fields,help",account.field_accounting_report_debit_credit,"This option allows you to get more details about the way your balances are computed. Because it is space consuming, we do not allow to use it while doing a comparison.","This option allows you to get more details about the way your balances are computed. Because it is space consuming, we do not allow to use it while doing a comparison.",
account,model,"ir.model.fields,help",account.field_account_account_template_chart_template_id,This optional field allow you to link an account template to a specific chart template that may differ from the one its root parent belongs to. This allow you to define chart templates that extend another and complete it with few new accounts (You don't need to define the whole structure that is common to both several times).,This optional field allow you to link an account template to a specific chart template that may differ from the one its root parent belongs to. This allow you to define chart templates that extend another and complete it with few new accounts (You don't need to define the whole structure that is common to both several times).,
account,code,addons/account/static/src/xml/account_reconciliation.xml,206,This page displays all the bank transactions that are to be reconciled and provides with a neat interface to do so.,यो पृष्ठ प्रदर्शित सबै बैंक कारोबार हो कि मिलाप र त्यसो गर्न एक चिटिक्क इन्टरफेस प्रदान गर्दछ गर्न।,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,154,This payment is registered but not reconciled.,यो भुक्तानी दर्ता गरिएको छ तर मिलाप छैन।,openerp-web
account,model,"ir.model.fields,help",account.field_res_partner_property_supplier_payment_term_id,This payment term will be used instead of the default one for purchase orders and vendor bills,यो भुक्तानी अवधि प्रयोग गरिनेछ खरीद आदेश र विक्रेता बिल लागि पूर्वनिर्धारित सट्टा,
account,model,"ir.model.fields,help",account.field_res_users_property_supplier_payment_term_id,This payment term will be used instead of the default one for purchase orders and vendor bills,यो भुक्तानी अवधि प्रयोग गरिनेछ खरीद आदेश र विक्रेता बिल लागि पूर्वनिर्धारित सट्टा,
account,model,"ir.model.fields,help",account.field_res_partner_property_payment_term_id,This payment term will be used instead of the default one for sale orders and customer invoices,यो भुक्तानी अवधि प्रयोग गरिनेछ बिक्री आदेश र ग्राहक इनभ्वाइसहरू लागि पूर्वनिर्धारित सट्टा,
